Voltage,Capacitance
-80,1.8177902e-10
-79.99984,1.817865e-10
-79.9996,1.8178359e-10
-79.999248,1.8178166e-10
-79.998732,1.8177713e-10
-79.997957,1.8178955e-10
-79.996796,1.8178503e-10
-79.995053,1.8178638e-10
-79.99244,1.8178056e-10
-79.988519,1.8178135e-10
-79.982639,1.8177761e-10
-79.973818,1.8177438e-10
-79.960586,1.8178501e-10
-79.940739,1.8178249e-10
-79.910969,1.8178716e-10
-79.866313,1.8178439e-10
-79.799329,1.8178468e-10
-79.698854,1.8177857e-10
-79.54814,1.8178404e-10
-79.32207,1.8177903e-10
-78.982965,1.8178465e-10
-78.474308,1.8178535e-10
-77.711322,1.817868e-10
-76.566842,1.8177869e-10
-74.966842,1.817785e-10
-73.366842,1.8177848e-10
-71.766842,1.8178429e-10
-70.166842,1.8177899e-10
-68.566842,1.8176759e-10
-66.966842,1.8177516e-10
-65.366842,1.8177593e-10
-64,1.8177115e-10
-62.4,1.817751e-10
-60.8,1.8177315e-10
-59.2,1.8177781e-10
-57.6,1.8177436e-10
-56,1.8177907e-10
-54.4,1.81771e-10
-52.8,1.817664e-10
-51.2,1.8176776e-10
-49.6,1.8176769e-10
-48,1.8175806e-10
-46.4,1.8177123e-10
-44.8,1.8176519e-10
-43.2,1.8176249e-10
-41.6,1.8176493e-10
-40,1.8176611e-10
-38.4,1.817639e-10
-36.8,1.8176032e-10
-35.2,1.8176495e-10
-33.6,1.8176154e-10
-32,1.8176523e-10
-30.4,1.8176017e-10
-28.8,1.8175862e-10
-27.2,1.8175445e-10
-25.6,1.8175647e-10
-24,1.8175945e-10
-22.4,1.81753e-10
-20.8,1.8175481e-10
-19.2,1.8174578e-10
-17.6,1.817487e-10
-16,1.8174626e-10
-14.4,1.8174402e-10
-12.8,1.8173539e-10
-11.2,1.8174253e-10
-9.6,1.8173311e-10
-8,1.8173575e-10
-6.4,1.8173421e-10
-4.8,1.8173211e-10
-3.2,1.8172996e-10
-1.6,1.8172879e-10
0,1.8171462e-10
1.6,1.8171576e-10
3.2,1.8171429e-10
4.8,1.8170959e-10
6.4,1.8170677e-10
8,1.8169992e-10
9.6,1.8169318e-10
11.2,1.8168622e-10
12.8,1.8168107e-10
14.4,1.8166283e-10
16,1.8165676e-10
17.6,1.8164446e-10
19.2,1.8162891e-10
20.8,1.8160812e-10
22.4,1.8158173e-10
24,1.8154686e-10
25.6,1.8150462e-10
27.2,1.8143596e-10
28.8,1.8127212e-10
30.4,1.8082255e-10
32,1.7980444e-10
33.6,1.7907207e-10
35.2,1.791973e-10
36.8,1.8005044e-10
38.4,1.8206229e-10
40,1.8565758e-10
41.6,1.9113552e-10
43.2,2.0003163e-10
44.8,2.1626629e-10
46.4,2.6010258e-10
48,6.3819711e-10
49.6,8.3510228e-10
51.2,8.6298939e-10
52.8,8.6935328e-10
54.4,8.7082263e-10
56,8.7205556e-10
57.6,8.7263344e-10
59.2,8.7326247e-10
60.8,8.738047e-10
62.4,8.7436957e-10
64,8.7376653e-10
65.6,8.7402722e-10
67.2,8.7477921e-10
68.8,8.7468506e-10
70.4,8.7471602e-10
72,8.7487756e-10
73.6,8.7501822e-10
75.2,8.7515563e-10
76.8,8.7492142e-10
78.4,8.7493907e-10
80,8.7504296e-10

